Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Total_Score,Segment
JO-15145,58,9,3254.949,3,4,3,343,10,Champions
JO-15280,93,6,1934.272,2,2,2,222,6,Potential Loyalist
JO-15550,216,5,1090.838,1,2,1,121,4,At Risk
JP-15460,38,7,1669.135,3,3,2,332,8,Loyal Customers
JP-15520,9,7,3635.594,4,3,3,433,10,Champions
JP-16135,103,9,1707.71,2,4,2,242,8,Loyal Customers
JR-15670,594,2,1156.658,1,1,2,112,4,At Risk
JR-15700,69,1,863.88,3,1,1,311,5,At Risk
JR-16210,34,5,2201.686,3,2,2,322,7,Potential Loyalist
JS-15595,120,4,1417.654,2,1,2,212,5,At Risk
JS-15685,43,4,1131.0639999999999,3,1,1,311,5,At Risk
JS-15880,535,5,3868.02,1,2,4,124,7,Potential Loyalist
JS-15940,464,5,469.169,1,2,1,121,4,At Risk
JS-16030,29,6,2516.494,4,2,3,423,9,Loyal Customers
JW-15220,43,6,7721.714,3,2,4,324,9,Loyal Customers
JW-15955,6,7,1244.086,4,3,2,432,9,Loyal Customers
JW-16075,462,4,1428.731,1,1,2,112,4,At Risk
KA-16525,37,7,1519.506,3,3,2,332,8,Loyal Customers
KB-16240,5,7,3152.6150000000002,4,3,3,433,10,Champions
KB-16315,297,9,1569.464,1,4,2,142,7,Potential Loyalist
KB-16405,118,3,908.821,2,1,1,211,4,At Risk
KB-16585,231,12,2744.742,1,4,3,143,8,Loyal Customers
KB-16600,2,7,983.922,4,3,1,431,8,Loyal Customers
KC-16255,408,6,2120.954,1,2,2,122,5,At Risk
KC-16540,98,4,3908.262,2,1,4,214,7,Potential Loyalist
KC-16675,58,4,1146.05,3,1,1,311,5,At Risk
KD-16270,485,5,8282.358,1,2,4,124,7,Potential Loyalist
KD-16345,42,6,1888.964,3,2,2,322,7,Potential Loyalist
KD-16495,113,12,8181.256,2,4,4,244,10,Champions
KD-16615,290,5,2243.5099999999998,1,2,2,122,5,At Risk
KE-16420,27,8,1686.7312,4,3,2,432,9,Loyal Customers
KF-16285,98,7,10604.266,2,3,4,234,9,Loyal Customers
KH-16330,41,8,3312.864,3,3,3,333,9,Loyal Customers
KH-16360,2,6,3100.612,4,2,3,423,9,Loyal Customers
KH-16510,23,7,5952.859,4,3,4,434,11,Champions
KH-16630,59,9,3918.9660000000003,3,4,4,344,11,Champions
KH-16690,3,7,5990.799,4,3,4,434,11,Champions
KL-16555,17,8,5016.488,4,4,4,444,12,Champions
KL-16645,48,12,14175.229000000001,3,4,4,344,11,Champions
KM-16225,15,6,2260.958,4,2,3,423,9,Loyal Customers
KM-16375,57,8,5620.186,3,4,4,344,11,Champions
KM-16660,16,5,453.538,4,2,1,421,7,Potential Loyalist
KM-16720,29,8,4909.472,4,4,4,444,12,Champions
KN-16390,20,9,2617.272,4,4,3,443,11,Champions
KN-16450,53,5,2171.962,3,2,2,322,7,Potential Loyalist
KN-16705,99,8,2280.58,2,4,3,243,9,Loyal Customers
KS-16300,296,3,88.472,1,1,1,111,3,Lost Customers
KT-16465,392,7,3057.1,1,3,3,133,7,Potential Loyalist
KT-16480,101,10,4642.088400000001,2,4,4,244,10,Champions
KW-16435,97,5,4416.5199999999995,2,2,4,224,8,Loyal Customers
KW-16570,772,4,449.096,1,1,1,111,3,Lost Customers
LA-16780,155,11,8673.222,2,4,4,244,10,Champions
LB-16735,49,3,50.188,3,1,1,311,5,At Risk
LB-16795,153,8,4985.676,2,4,4,244,10,Champions
LC-16870,28,8,2580.7039999999997,4,4,3,443,11,Champions
LC-16885,17,12,7663.126,4,4,4,444,12,Champions
LC-16930,42,8,4492.946,3,4,4,344,11,Champions
LC-16960,437,4,3246.626,1,1,3,113,5,At Risk
LC-17050,55,5,2095.064,3,2,2,322,7,Potential Loyalist
LC-17140,14,9,2633.582,4,4,3,443,11,Champions
LD-16855,553,1,5.304,1,1,1,111,3,Lost Customers
LD-17005,415,4,1961.934,1,1,2,112,4,At Risk
LE-16810,22,6,1469.45,4,2,2,422,8,Loyal Customers
LF-17185,23,7,3930.5089999999996,4,3,4,434,11,Champions
LH-16750,152,3,287.426,2,1,1,211,4,At Risk
LH-16900,22,9,2295.332,4,4,3,443,11,Champions
LH-17020,240,4,318.239,1,1,1,111,3,Lost Customers
LH-17155,386,9,1739.689,1,4,2,142,7,Potential Loyalist
LL-16840,250,6,2741.2039999999997,1,2,3,123,6,Potential Loyalist
LM-17065,392,5,1346.774,1,2,2,122,5,At Risk
LO-17170,3,5,644.35,4,2,1,421,7,Potential Loyalist
LP-17080,41,4,756.606,3,1,1,311,5,At Risk
LP-17095,10,7,3653.399,4,3,3,433,10,Champions
LR-16915,27,6,5142.892,4,2,4,424,10,Champions
LR-17035,133,5,1879.306,2,2,2,222,6,Potential Loyalist
LS-16945,179,6,2845.27,2,2,3,223,7,Potential Loyalist
LS-16975,21,9,2988.674,4,4,3,443,11,Champions
LS-17200,97,6,1010.2560000000001,2,2,1,221,5,At Risk
LS-17230,778,3,368.88000000000005,1,1,1,111,3,Lost Customers
LS-17245,35,6,1008.1360000000001,3,2,1,321,6,Potential Loyalist
LT-16765,27,3,329.876,4,1,1,411,6,Potential Loyalist
LT-17110,35,8,2936.252,3,4,3,343,10,Champions
LW-16825,89,5,2238.061,2,2,2,222,6,Potential Loyalist
LW-16990,34,6,3230.308,3,2,3,323,8,Loyal Customers
LW-17125,206,3,1259.04,1,1,2,112,4,At Risk
LW-17215,22,7,5420.514,4,3,4,434,11,Champions
MA-17560,65,11,4299.161,3,4,4,344,11,Champions
MA-17995,187,6,2453.284,1,2,3,123,6,Potential Loyalist
MB-17305,49,10,1548.702,3,4,2,342,9,Loyal Customers
MB-18085,45,7,1428.231,3,3,2,332,8,Loyal Customers
MC-17275,77,8,2725.982,2,4,3,243,9,Loyal Customers
MC-17425,400,5,4432.138,1,2,4,124,7,Potential Loyalist
MC-17575,28,8,1303.893,4,4,2,442,10,Champions
MC-17590,52,6,2426.067,3,3,3,333,9,Loyal Customers
MC-17605,113,8,2258.192,2,4,3,243,9,Loyal Customers
MC-17635,190,4,795.154,1,1,1,111,3,Lost Customers
MC-17845,2,7,3805.714,4,3,4,434,11,Champions
MC-18100,42,10,2218.98,3,4,2,342,9,Loyal Customers
MC-18130,370,5,1581.9979999999998,1,2,2,122,5,At Risk
MD-17350,118,7,3766.382,2,3,3,233,8,Loyal Customers
MD-17860,37,5,1204.91,3,2,2,322,7,Potential Loyalist
ME-17320,43,10,10663.728000000001,3,4,4,344,11,Champions
ME-17725,29,8,1908.4532,4,4,2,442,10,Champions
ME-18010,93,4,1256.944,2,1,2,212,5,At Risk
MF-17665,422,5,937.039,1,2,1,121,4,At Risk
MF-18250,8,5,1758.3,4,2,2,422,8,Loyal Customers
MG-17650,30,7,3785.276,4,3,3,433,10,Champions
MG-17680,93,4,2350.188,2,1,3,213,6,Potential Loyalist
MG-17695,556,3,1342.282,1,1,2,112,4,At Risk
MG-17875,117,5,1242.8329999999999,2,2,2,222,6,Potential Loyalist
MG-17890,100,9,776.384,2,4,1,241,7,Potential Loyalist
MG-18145,85,4,3061.543,2,1,3,213,6,Potential Loyalist
MG-18205,265,1,16.739,1,1,1,111,3,Lost Customers
MH-17290,120,6,2394.025,2,3,3,233,8,Loyal Customers
MH-17440,377,4,400.016,1,1,1,111,3,Lost Customers
MH-17455,86,8,2456.1820000000002,2,4,3,243,9,Loyal Customers
MH-17620,156,4,1252.8,2,1,2,212,5,At Risk
MH-17785,99,7,2203.7780000000002,2,3,2,232,7,Potential Loyalist
MH-18025,50,5,2984.948,3,2,3,323,8,Loyal Customers
MH-18115,6,9,5503.093,4,4,4,444,12,Champions
MJ-17740,23,7,6320.746,4,3,4,434,11,Champions
MK-17905,29,8,2302.368,4,4,3,443,11,Champions
MK-18160,241,4,1031.602,1,1,1,111,3,Lost Customers
ML-17395,70,9,2722.843,3,4,3,343,10,Champions
ML-17410,55,6,2921.5,3,3,3,333,9,Loyal Customers
ML-17755,30,7,2071.9139999999998,4,3,2,432,9,Loyal Customers
ML-18040,80,3,742.082,2,1,1,211,4,At Risk
ML-18265,101,2,162.232,2,1,1,211,4,At Risk
MM-17260,169,4,1314.023,2,1,2,212,5,At Risk
MM-17920,8,11,3794.0800000000004,4,4,4,444,12,Champions
MM-18055,62,8,2749.881,3,4,3,343,10,Champions
MM-18280,86,9,775.414,2,4,1,241,7,Potential Loyalist
MN-17935,35,6,2477.946,3,3,3,333,9,Loyal Customers
MO-17500,73,4,922.487,3,1,1,311,5,At Risk
MO-17800,105,8,1687.0269999999998,2,4,2,242,8,Loyal Customers
MO-17950,181,2,154.288,2,1,1,211,4,At Risk
MP-17470,720,7,3206.132,1,3,3,133,7,Potential Loyalist
MP-17965,73,9,3983.6420000000003,3,4,4,344,11,Champions
MP-18175,17,9,5087.92,4,4,4,444,12,Champions
MR-17545,126,4,639.178,2,1,1,211,4,At Risk
MS-17365,274,10,7443.6900000000005,1,4,4,144,9,Loyal Customers
MS-17530,435,4,475.65599999999995,1,1,1,111,3,Lost Customers
MS-17710,414,6,1613.402,1,3,2,132,6,Potential Loyalist
MS-17770,122,9,3144.678,2,4,3,243,9,Loyal Customers
MS-17830,453,4,370.348,1,1,1,111,3,Lost Customers
MS-17980,27,6,855.116,4,3,1,431,8,Loyal Customers
MT-17815,50,6,2890.139,3,3,3,333,9,Loyal Customers
MT-18070,204,4,1319.4498,1,1,2,112,4,At Risk
MV-17485,28,9,1560.05,4,4,2,442,10,Champions
MV-18190,20,7,1734.574,4,3,2,432,9,Loyal Customers
MW-18220,18,7,5341.900000000001,4,3,4,434,11,Champions
MW-18235,45,2,5253.876,3,1,4,314,8,Loyal Customers
MY-17380,30,7,2254.285,4,3,2,432,9,Loyal Customers
MY-18295,72,11,4152.696,3,4,4,344,11,Champions
MZ-17335,31,4,593.606,4,1,1,411,6,Potential Loyalist
MZ-17515,283,6,2564.906,1,3,3,133,7,Potential Loyalist
NB-18580,1166,2,273.87199999999996,1,1,1,111,3,Lost Customers
NB-18655,20,9,1972.599,4,4,2,442,10,Champions
NC-18340,225,5,2461.404,1,2,3,123,6,Potential Loyalist
NC-18415,42,6,2218.9900000000002,3,3,2,332,8,Loyal Customers
NC-18535,7,7,8241.739,4,3,4,434,11,Champions
NC-18625,205,5,1821.742,1,2,2,122,5,At Risk
ND-18370,28,9,4326.139,4,4,4,444,12,Champions
ND-18460,184,6,2893.455,2,3,3,233,8,Loyal Customers
NF-18385,80,7,8322.826,2,3,4,234,9,Loyal Customers
NF-18475,526,4,377.16200000000003,1,1,1,111,3,Lost Customers
NF-18595,115,7,2031.472,2,3,2,232,7,Potential Loyalist
NG-18355,49,5,1869.58,3,2,2,322,7,Potential Loyalist
NG-18430,49,5,1395.9379999999999,3,2,2,322,7,Potential Loyalist
NH-18610,190,7,2673.29,1,3,3,133,7,Potential Loyalist
NK-18490,71,7,572.048,3,3,1,331,7,Potential Loyalist
NL-18310,59,4,1418.0900000000001,3,1,2,312,6,Potential Loyalist
NM-18445,161,7,6459.344,2,3,4,234,9,Loyal Customers
NM-18520,245,10,2161.979,1,4,2,142,7,Potential Loyalist
NP-18325,26,6,5529.62,4,3,4,434,11,Champions
NP-18670,59,5,3908.402,3,2,4,324,9,Loyal Customers
NP-18685,407,6,1228.698,1,3,2,132,6,Potential Loyalist
NP-18700,139,7,7903.1825,2,3,4,234,9,Loyal Customers
NR-18550,211,5,2367.277,1,2,3,123,6,Potential Loyalist
NS-18505,7,4,2575.863,4,1,3,413,8,Loyal Customers
NS-18640,175,13,2964.823,2,4,3,243,9,Loyal Customers
NW-18400,173,7,7234.014,2,3,4,234,9,Loyal Customers
NZ-18565,86,9,2488.31,2,4,3,243,9,Loyal Customers
ON-18715,411,9,1567.52,1,4,2,142,7,Potential Loyalist
OT-18730,66,5,3818.624,3,2,4,324,9,Loyal Customers
PA-19060,104,6,729.408,2,3,1,231,6,Potential Loyalist
PB-18805,26,3,740.356,4,1,1,411,6,Potential Loyalist
PB-19105,58,4,688.324,3,1,1,311,5,At Risk
PB-19150,98,8,1456.95,2,4,2,242,8,Loyal Customers
PB-19210,689,2,132.738,1,1,1,111,3,Lost Customers
PC-18745,3,4,1832.064,4,1,2,412,7,Potential Loyalist
PC-19000,883,2,1061.488,1,1,1,111,3,Lost Customers
PF-19120,836,4,9062.864,1,1,4,114,6,Potential Loyalist
PF-19165,197,6,2770.0,1,3,3,133,7,Potential Loyalist
PF-19225,115,5,2206.1279999999997,2,2,2,222,6,Potential Loyalist
PG-18820,37,13,3086.907,3,4,3,343,10,Champions
PG-18895,58,9,1987.164,3,4,2,342,9,Loyal Customers
PH-18790,71,1,729.648,3,1,1,311,5,At Risk
PJ-18835,40,8,1220.09,3,4,2,342,9,Loyal Customers
PJ-19015,135,7,1824.2340000000002,2,3,2,232,7,Potential Loyalist
PK-18910,484,2,1441.152,1,1,2,112,4,At Risk
PK-19075,10,12,8646.934,4,4,4,444,12,Champions
PL-18925,16,5,239.481,4,2,1,421,7,Potential Loyalist
PM-18940,387,3,1405.402,1,1,2,112,4,At Risk
PM-19135,52,4,4115.662,3,1,4,314,8,Loyal Customers
PN-18775,31,8,1467.152,4,4,2,442,10,Champions
PO-18850,5,11,7473.8282,4,4,4,444,12,Champions
PO-18865,1,7,2493.214,4,3,3,433,10,Champions
PO-19180,161,9,4893.043,2,4,4,244,10,Champions
PO-19195,87,5,1056.858,2,2,1,221,5,At Risk
PP-18955,98,10,7252.608,2,4,4,244,10,Champions
PR-18880,37,5,1840.178,3,2,2,322,7,Potential Loyalist
PS-18760,108,6,2181.479,2,3,2,232,7,Potential Loyalist
PS-18970,70,8,1278.639,3,4,2,342,9,Loyal Customers
PS-19045,237,7,6843.634,1,3,4,134,8,Loyal Customers
PT-19090,72,4,160.572,3,1,1,311,5,At Risk
PV-18985,90,5,2876.046,2,2,3,223,7,Potential Loyalist
PW-19030,47,10,3454.916,3,4,3,343,10,Champions
PW-19240,465,7,3922.4150000000004,1,3,4,134,8,Loyal Customers
QJ-19255,26,9,6108.338,4,4,4,444,12,Champions
RA-19285,6,9,2617.906,4,4,3,443,11,Champions
RA-19885,44,7,3832.314,3,3,4,334,10,Champions
RA-19915,13,9,4793.543,4,4,4,444,12,Champions
RA-19945,62,5,1686.9225,3,2,2,322,7,Potential Loyalist
RB-19330,69,2,1008.1959999999999,3,1,1,311,5,At Risk
RB-19360,97,6,15117.339,2,3,4,234,9,Loyal Customers
RB-19435,20,8,2663.0860000000002,4,4,3,443,11,Champions
RB-19465,10,12,4715.466,4,4,4,444,12,Champions
RB-19570,26,5,528.546,4,2,1,421,7,Potential Loyalist
RB-19645,649,5,221.084,1,2,1,121,4,At Risk
RB-19705,55,4,2067.45,3,1,2,312,6,Potential Loyalist
RB-19795,33,8,5633.316000000001,3,4,4,344,11,Champions
RC-19825,370,6,966.409,1,3,1,131,5,At Risk
RC-19960,111,6,885.752,2,3,1,231,6,Potential Loyalist
RD-19480,73,8,4272.93,3,4,4,344,11,Champions
RD-19585,181,10,2912.8940000000002,2,4,3,243,9,Loyal Customers
RD-19660,115,5,2786.632,2,2,3,223,7,Potential Loyalist
RD-19720,22,10,1419.737,4,4,2,442,10,Champions
RD-19810,15,8,1137.616,4,4,1,441,9,Loyal Customers
RD-19900,115,9,3133.924,2,4,3,243,9,Loyal Customers
RD-19930,43,4,970.9420000000001,3,1,1,311,5,At Risk
RE-19405,1098,1,48.36,1,1,1,111,3,Lost Customers
RE-19450,303,5,876.696,1,2,1,121,4,At Risk
RF-19345,391,8,3309.15,1,4,3,143,8,Loyal Customers
RF-19735,90,7,2341.2960000000003,2,3,3,233,8,Loyal Customers
RF-19840,7,8,945.222,4,4,1,441,9,Loyal Customers
RH-19495,33,5,3621.3759999999997,3,2,3,323,8,Loyal Customers
RH-19510,468,6,6979.18,1,3,4,134,8,Loyal Customers
RH-19555,520,2,740.382,1,1,1,111,3,Lost Customers
RH-19600,535,3,2085.7400000000002,1,1,2,112,4,At Risk
RK-19300,120,3,1460.192,2,1,2,212,5,At Risk
RL-19615,122,8,6234.91,2,4,4,244,10,Champions
RM-19375,346,6,1453.474,1,3,2,132,6,Potential Loyalist
RM-19675,7,5,5979.0960000000005,4,2,4,424,10,Champions
RM-19750,300,1,98.35,1,1,1,111,3,Lost Customers
RO-19780,36,7,3815.478,3,3,4,334,10,Champions
RP-19270,497,4,954.6452,1,1,1,111,3,Lost Customers
RP-19390,34,12,5153.084,3,4,4,344,11,Champions
RP-19855,29,8,2170.716,4,4,2,442,10,Champions
RR-19315,20,2,615.932,4,1,1,411,6,Potential Loyalist
RR-19525,171,6,3302.2619999999997,2,3,3,233,8,Loyal Customers
RS-19420,77,5,3221.29,2,2,3,223,7,Potential Loyalist
RS-19765,37,8,4159.7699999999995,3,4,4,344,11,Champions
RS-19870,20,2,22.328,4,1,1,411,6,Potential Loyalist
RW-19540,121,7,7397.401,2,3,4,234,9,Loyal Customers
RW-19630,90,9,3279.746,2,4,3,243,9,Loyal Customers
RW-19690,80,5,3495.646,2,2,3,223,7,Potential Loyalist
SA-20830,64,10,4767.3415,3,4,4,344,11,Champions
SB-20170,202,3,1348.02,1,1,2,112,4,At Risk
SB-20185,189,6,6410.996,1,3,4,134,8,Loyal Customers
SB-20290,48,7,8057.891,3,3,4,334,10,Champions
SC-20020,782,5,3362.9636,1,2,3,123,6,Potential Loyalist
SC-20050,41,9,4624.572,3,4,4,344,11,Champions
SC-20095,350,9,14142.333999999999,1,4,4,144,9,Loyal Customers
SC-20230,150,4,4371.9580000000005,2,1,4,214,7,Potential Loyalist
SC-20260,188,8,3729.7929999999997,1,4,3,143,8,Loyal Customers
SC-20305,30,7,3979.065,4,3,4,434,11,Champions
SC-20380,31,9,5992.536,4,4,4,444,12,Champions
SC-20440,37,7,1874.998,3,3,2,332,8,Loyal Customers
SC-20575,93,5,902.7280000000001,2,2,1,221,5,At Risk
SC-20680,127,6,1254.64,2,3,2,232,7,Potential Loyalist
SC-20695,90,10,2576.408,2,4,3,243,9,Loyal Customers
SC-20725,188,11,5226.21,1,4,4,144,9,Loyal Customers
SC-20770,42,7,4492.657,3,3,4,334,10,Champions
SC-20800,31,4,279.25600000000003,4,1,1,411,6,Potential Loyalist
SC-20845,132,2,280.632,2,1,1,211,4,At Risk
SD-20485,201,9,6121.114,1,4,4,144,9,Loyal Customers
SE-20110,10,11,12209.438000000002,4,4,4,444,12,Champions
SF-20065,60,7,763.5459999999999,3,3,1,331,7,Potential Loyalist
SF-20200,60,9,3422.7859999999996,3,4,3,343,10,Champions
SF-20965,49,9,3336.535,3,4,3,343,10,Champions
SG-20080,9,3,3406.5809999999997,4,1,3,413,8,Loyal Customers
SG-20470,184,8,1884.798,2,4,2,242,8,Loyal Customers
SG-20605,109,6,3124.832,2,3,3,233,8,Loyal Customers
SG-20890,227,3,47.946,1,1,1,111,3,Lost Customers
SH-19975,30,13,3406.8395,4,4,3,443,11,Champions
SH-20395,24,10,2180.718,4,4,2,442,10,Champions
SH-20635,766,2,2096.392,1,1,2,112,4,At Risk
SJ-20125,96,12,3949.656,2,4,4,244,10,Champions
SJ-20215,30,6,1341.036,4,3,2,432,9,Loyal Customers
SJ-20500,254,5,1318.776,1,2,2,122,5,At Risk
SK-19990,9,3,883.409,4,1,1,411,6,Potential Loyalist
SL-20155,71,7,3053.012,3,3,3,333,9,Loyal Customers
SM-20005,422,4,244.49399999999997,1,1,1,111,3,Lost Customers
SM-20320,80,5,25043.05,2,2,4,224,8,Loyal Customers
SM-20905,607,1,1043.041,1,1,1,111,3,Lost Customers
SM-20950,26,12,5563.392,4,4,4,444,12,Champions
SN-20560,112,6,1860.418,2,3,2,232,7,Potential Loyalist
SN-20710,80,7,3127.9592,2,3,3,233,8,Loyal Customers
SO-20335,30,6,2602.5755,4,3,3,433,10,Champions
SP-20545,328,6,1306.086,1,3,2,132,6,Potential Loyalist
SP-20620,48,9,5440.319,3,4,4,344,11,Champions
SP-20650,387,9,1872.4360000000001,1,4,2,142,7,Potential Loyalist
SP-20860,80,10,4282.94,2,4,4,244,10,Champions
SP-20920,71,6,3990.689,3,3,4,334,10,Champions
SR-20425,9,5,3233.481,4,2,3,423,9,Loyal Customers
SR-20740,197,8,4345.8859999999995,1,4,4,144,9,Loyal Customers
SS-20140,16,8,1324.028,4,4,2,442,10,Champions
SS-20410,111,6,3056.8070000000002,2,3,3,233,8,Loyal Customers
SS-20515,492,3,613.4,1,1,1,111,3,Lost Customers
SS-20590,433,6,418.49,1,3,1,131,5,At Risk
SS-20875,121,5,964.636,2,2,1,221,5,At Risk
ST-20530,126,7,433.34000000000003,2,3,1,231,6,Potential Loyalist
SU-20665,21,7,2595.364,4,3,3,433,10,Champions
SV-20365,102,10,11470.949999999999,2,4,4,244,10,Champions
SV-20785,321,9,4105.305,1,4,4,144,9,Loyal Customers
SV-20815,77,4,1271.0900000000001,2,1,2,212,5,At Risk
SV-20935,3,8,1903.491,4,4,2,442,10,Champions
SW-20245,82,7,1085.078,2,3,1,231,6,Potential Loyalist
SW-20275,31,6,1966.65,4,3,2,432,9,Loyal Customers
SW-20350,163,3,1019.044,2,1,1,211,4,At Risk
SW-20455,163,7,2921.544,2,3,3,233,8,Loyal Customers
SW-20755,535,2,758.6959999999999,1,1,1,111,3,Lost Customers
SZ-20035,36,11,3625.329,3,4,3,343,10,Champions
TA-21385,70,4,14595.62,3,1,4,314,8,Loyal Customers
TB-21055,120,5,1467.881,2,2,2,222,6,Potential Loyalist
TB-21175,59,4,3589.296,3,1,3,313,7,Potential Loyalist
TB-21190,50,4,816.1740000000001,3,1,1,311,5,At Risk
TB-21250,350,7,1602.376,1,3,2,132,6,Potential Loyalist
TB-21280,584,6,2198.45,1,3,2,132,6,Potential Loyalist
TB-21355,147,5,834.328,2,2,1,221,5,At Risk
TB-21400,203,7,9133.99,1,3,4,134,8,Loyal Customers
TB-21520,108,9,4737.486,2,4,4,244,10,Champions
TB-21595,286,5,1387.559,1,2,2,122,5,At Risk
TB-21625,31,9,2797.668,4,4,3,443,11,Champions
TC-20980,400,5,19052.218,1,2,4,124,7,Potential Loyalist
TC-21145,107,1,1038.26,2,1,1,211,4,At Risk
TC-21295,28,8,4266.812,4,4,4,444,12,Champions
TC-21475,154,9,1244.976,2,4,2,242,8,Loyal Customers
TC-21535,5,7,742.5580000000001,4,3,1,431,8,Loyal Customers
TD-20995,38,9,1434.5480000000002,3,4,2,342,9,Loyal Customers
TG-21310,338,5,3058.372,1,2,3,123,6,Potential Loyalist
TG-21640,115,4,2074.661,2,1,2,212,5,At Risk
TH-21100,345,5,2422.824,1,2,3,123,6,Potential Loyalist
TH-21115,59,4,2942.772,3,1,3,313,7,Potential Loyalist
TH-21235,118,8,1022.201,2,4,1,241,7,Potential Loyalist
TH-21550,73,7,4234.0960000000005,3,3,4,334,10,Champions
TM-21010,104,8,2955.2259999999997,2,4,3,243,9,Loyal Customers
TM-21490,131,3,1094.6779999999999,2,1,1,211,4,At Risk
TN-21040,91,7,3130.221,2,3,3,233,8,Loyal Customers
TP-21130,9,9,4454.0560000000005,4,4,4,444,12,Champions
TP-21415,105,5,5329.0048,2,2,4,224,8,Loyal Customers
TP-21565,351,4,1936.6399999999999,1,1,2,112,4,At Risk
TR-21325,194,5,675.9419999999999,1,2,1,121,4,At Risk
TS-21085,358,2,4.833,1,1,1,111,3,Lost Customers
TS-21160,505,6,2163.6240000000003,1,3,2,132,6,Potential Loyalist
TS-21205,199,7,5371.09,1,3,4,134,8,Loyal Customers
TS-21340,227,5,974.7819999999999,1,2,1,121,4,At Risk
TS-21370,37,6,11891.751,3,3,4,334,10,Champions
TS-21430,173,5,2054.14,2,2,2,222,6,Potential Loyalist
TS-21505,12,6,2243.274,4,3,2,432,9,Loyal Customers
TS-21610,56,7,2820.424,3,3,3,333,9,Loyal Customers
TS-21655,239,5,3368.094,1,2,3,123,6,Potential Loyalist
TT-21070,32,7,4915.602,3,3,4,334,10,Champions
TT-21220,184,8,1427.0439999999999,2,4,2,242,8,Loyal Customers
TT-21265,407,3,439.5,1,1,1,111,3,Lost Customers
TT-21460,13,7,5364.808,4,3,4,434,11,Champions
TW-21025,65,7,5278.826,3,3,4,334,10,Champions
TZ-21580,36,4,1707.286,3,1,2,312,6,Potential Loyalist
VB-21745,55,6,2005.596,3,3,2,332,8,Loyal Customers
VD-21670,582,6,6442.254,1,3,4,134,8,Loyal Customers
VF-21715,14,5,847.944,4,2,1,421,7,Potential Loyalist
VG-21790,155,6,846.01,2,3,1,231,6,Potential Loyalist
VG-21805,287,5,427.372,1,2,1,121,4,At Risk
VM-21685,55,7,2454.866,3,3,3,333,9,Loyal Customers
VM-21835,118,5,380.69,2,2,1,221,5,At Risk
VP-21730,31,3,993.9019999999999,4,1,1,411,6,Potential Loyalist
VP-21760,76,7,3360.526,3,3,3,333,9,Loyal Customers
VS-21820,222,4,1055.981,1,1,1,111,3,Lost Customers
VT-21700,1001,2,1736.596,1,1,2,112,4,At Risk
VW-21775,29,10,6134.0380000000005,4,4,4,444,12,Champions
WB-21850,21,11,6160.102,4,4,4,444,12,Champions
XP-21865,44,11,2374.658,3,4,3,343,10,Champions
YC-21895,5,5,5454.35,4,2,4,424,10,Champions
YS-21880,10,8,6720.4439999999995,4,4,4,444,12,Champions
ZC-21910,55,13,8025.707,3,4,4,344,11,Champions
ZD-21925,203,5,1493.944,1,2,2,122,5,At Risk
